"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Balaclava","1/17 Albion St",2,"House","S","Buxton","25/2/17",6.6,3183,2,1,0,159,84,1930,"Port Phillip City Council",-37.874,144.9933,"Southern",2952,"Indoor",981000
"Balaclava","10 Grosvenor St",3,"House","S","McGrath","25/2/17",6.6,3183,3,2,2,339,159,1890,"Port Phillip City Council",-37.872,144.9909,"Southern",2952,"Parkade",1690000
"Balwyn","34 Nott St",4,"House","VB","Jellis","25/2/17",9.7,3103,4,2,1,842,160.2800156,1970,"Boroondara City Council",-37.8054,145.0771,"Southern",5682,"Detached Garage",2275000
"Balwyn","275 Union Rd",5,"House","PI","Jellis","25/2/17",9.7,3103,5,3,4,1468,160.2800156,1970,"Boroondara City Council",-37.8131,145.1,"Southern",5682,"Attached Garage",2810000
"Balwyn","3/14 Weir St",3,"Townhouse","S","Jellis","25/2/17",9.7,3103,3,2,2,190,160.2800156,1970,"Boroondara City Council",-37.8164,145.0846,"Southern",5682,"Indoor",1385000
"Balwyn North","66 Almond St",3,"House","S","Jellis","25/2/17",9.2,3104,3,1,2,622,160.2800156,1970,"Boroondara City Council",-37.7882,145.0882,"Southern",7809,"Outdoor Stall",1520000
"Balwyn North","19 Hedderwick St",4,"House","VB","Marshall","25/2/17",9.2,3104,4,2,2,644,153,1950,"Boroondara City Council",-37.7997,145.0993,"Southern",7809,"Carport",1250000
"Balwyn North","34 Kawarren St",6,"House","S","Fletchers","25/2/17",9.2,3104,6,3,2,808,160.2800156,1974,"Boroondara City Council",-37.7842,145.0921,"Southern",7809,"Detached Garage",1900000
"Bentleigh","21 Charlton St",3,"House","S","Buxton","25/2/17",13,3204,3,2,4,587,160.2800156,1970,"Glen Eira City Council",-37.9217,145.0315,"Southern",6795,"Parkade",1280000
"Bentleigh","43 Godfrey St",5,"House","S","Woodards","25/2/17",13,3204,5,2,2,567,250,1926,"Glen Eira City Council",-37.9144,145.0401,"Southern",6795,"Underground",1900000
"Bentleigh","7 Whitmuir Rd",3,"House","S","hockingstuart","25/2/17",13,3204,3,1,2,676,160.2800156,1970,"Glen Eira City Council",-37.9161,145.0284,"Southern",6795,"Carport",1230000
"Bentleigh","20 Wright St",4,"House","PI","Buxton","25/2/17",13,3204,4,2,2,384,766,1970,"Glen Eira City Council",-37.9155,145.0301,"Southern",6795,"Detached Garage",1150000
"Bentleigh East","2A Barrani St",4,"Townhouse","S","Buxton","25/2/17",13.9,3165,4,4,2,363,265,2012,"Glen Eira City Council",-37.9116,145.0686,"Southern",10969,"Attached Garage",1325000
"Bentleigh East","2/16 Bessie St",3,"Unit","PI","hockingstuart","25/2/17",13.9,3165,3,2,1,281,132,2005,"Glen Eira City Council",-37.9257,145.0811,"Southern",10969,"Indoor",770000
"Bentleigh East","177 Bignell Rd",3,"House","S","hockingstuart","25/2/17",13.9,3165,3,1,6,542,538,1970,"Glen Eira City Council",-37.9272,145.0705,"Southern",10969,"Parkade",1110000
"Bentleigh East","1/6 Brad St",1,"Unit","S","hockingstuart","25/2/17",13.9,3165,1,1,1,557,99,1970,"Glen Eira City Council",-37.9315,145.0619,"Southern",10969,"Carport",380000
"Bentleigh East","98 Brady Rd",4,"House","S","RT","25/2/17",13.9,3165,4,2,2,620,158,1980,"Glen Eira City Council",-37.9281,145.0669,"Southern",10969,"Detached Garage",1175000
"Bentleigh East","3 Forrest St",3,"House","S","Woodards","25/2/17",13.9,3165,3,1,1,640,120,1960,"Glen Eira City Council",-37.916,145.0776,"Southern",10969,"Attached Garage",1200000
"Bentleigh East","88 MacKie Rd",4,"House","SP","Gary","25/2/17",13.9,3165,4,1,2,684,196,1970,"Glen Eira City Council",-37.9147,145.0751,"Southern",10969,"Parkade",1370000
"Bentleigh East","4 Mawby Rd",4,"House","S","Hodges","25/2/17",13.9,3165,4,1,1,725,186,1950,"Glen Eira City Council",-37.9289,145.0502,"Southern",10969,"Underground",1433500
"Bentleigh East","370 McKinnon Rd",2,"House","S","C21","25/2/17",13.9,3165,2,1,2,724,160.2800156,1970,"Glen Eira City Council",-37.9135,145.0557,"Southern",10969,"Outdoor Stall",1630000
"Bentleigh East","43 Wards Gr",3,"House","SP","Woodards","25/2/17",13.9,3165,3,1,3,676,160.2800156,1970,"Glen Eira City Council",-37.9233,145.0616,"Southern",10969,"Detached Garage",1360000
"Box Hill","14 Collins St",4,"House","S","Marshall","25/2/17",13.1,3128,4,2,2,590,231,1924,"Whitehorse City Council",-37.8274,145.1242,"Eastern",4605,"Attached Garage",1670000
"Braybrook","1 Moama St",3,"House","S","GL","25/2/17",10.8,3019,3,1,1,658,105,1960,"Maribyrnong City Council",-37.7905,144.8485,"Western",3589,"Carport",765000
"Braybrook","11/1 Windsor St",2,"Townhouse","S","Barry","25/2/17",10.8,3019,2,1,1,115,104,1980,"Maribyrnong City Council",-37.7948,144.854,"Western",3589,"Detached Garage",475000
"Brighton","112 Asling St",4,"House","S","Marshall","25/2/17",11.2,3186,4,2,2,471,160.2800156,1970,"Bayside City Council",-37.8956,145.0037,"Southern",10579,"Attached Garage",2000000
"Brighton","114A Bay St",2,"Townhouse","S","Hodges","25/2/17",11.2,3186,2,2,2,201,160.2800156,1970,"Bayside City Council",-37.905,144.9959,"Southern",10579,"Indoor",1230000
"Brighton","7 Carpenter St",3,"House","S","Buxton","25/2/17",11.2,3186,3,2,2,470,160.2800156,1970,"Bayside City Council",-37.9152,144.993,"Southern",10579,"Parkade",2375000
"Brighton","147A Male St",2,"Townhouse","S","Buxton","25/2/17",11.2,3186,2,1,2,125,2,2009,"Bayside City Council",-37.9078,145.0051,"Southern",10579,"Detached Garage",1037000
"Brighton","119 North Rd",4,"House","SP","Buxton","25/2/17",11.2,3186,4,4,2,578,319,1995,"Bayside City Council",-37.8989,145.0008,"Southern",10579,"Attached Garage",3050000
"Brighton","2/71 Roslyn St",4,"Townhouse","SP","Biggin","25/2/17",11.2,3186,4,2,2,432,196,2000,"Bayside City Council",-37.9228,145.0022,"Southern",10579,"Attached Garage",1630000
"Brighton","59 William St",2,"House","S","Buxton","25/2/17",11.2,3186,2,1,2,557,160.2800156,1970,"Bayside City Council",-37.9118,145.0041,"Southern",10579,"Parkade",1701000
"Brighton","4/95 Wilson St",2,"Unit","PI","Hodges","25/2/17",11.2,3186,2,1,2,557,160.2800156,1970,"Bayside City Council",-37.914,145.003,"Southern",10579,"Underground",760000
"Brighton East","2/20 Blanche St",3,"Townhouse","S","Buxton","25/2/17",10.7,3187,3,2,2,557,160.2800156,1970,"Bayside City Council",-37.9096,145.009,"Southern",6938,"Carport",1580000
"Brighton East","6/141 Centre Rd",1,"Unit","VB","Buxton","25/2/17",10.7,3187,1,1,1,557,57,1950,"Bayside City Council",-37.9164,145.0228,"Southern",6938,"Attached Garage",340000
"Brighton East","35 Elizabeth St",3,"House","SP","Marshall","25/2/17",10.7,3187,3,2,2,324,160.2800156,1999,"Bayside City Council",-37.9034,145.017,"Southern",6938,"Carport",1537000
"Brighton East","39 Ferguson St",3,"House","S","HAR","25/2/17",10.7,3187,3,1,1,420,160.2800156,1970,"Bayside City Council",-37.9108,145.0121,"Southern",6938,"Detached Garage",1100000
"Brighton East","313 Nepean Hwy",2,"House","S","Buxton","25/2/17",10.7,3187,2,2,2,539,160.2800156,1970,"Bayside City Council",-37.9013,145.0072,"Southern",6938,"Attached Garage",994000
"Brighton East","7 Valdemar Ct",4,"House","S","Marshall","25/2/17",10.7,3187,4,1,2,590,160.2800156,1970,"Bayside City Council",-37.9286,145.0274,"Southern",6938,"Detached Garage",1447000
"Brunswick","41 Eveline St",2,"House","S","Jellis","25/2/17",5.2,3056,2,1,1,279,160.2800156,1970,"Moreland City Council",-37.77,144.9633,"Northern",11918,"Attached Garage",1020000
"Brunswick","28 Frederick St",3,"House","S","Nelson","25/2/17",5.2,3056,3,1,0,325,150,1920,"Moreland City Council",-37.7621,144.9595,"Northern",11918,"Indoor",1510000
"Brunswick","3/30 Heller St",2,"Townhouse","S","Jellis","25/2/17",5.2,3056,2,2,1,156,87,2007,"Moreland City Council",-37.7744,144.9498,"Northern",11918,"Carport",801000
"Brunswick","32 Lobb St",3,"Townhouse","SP","Jellis","25/2/17",5.2,3056,3,2,2,4668,126,2011,"Moreland City Council",-37.7687,144.9649,"Northern",11918,"Detached Garage",820000
"Brunswick West","10/446 Albion St",1,"Unit","PI","McDonald","25/2/17",5.9,3055,1,1,1,557,45,1970,"Moreland City Council",-37.7586,144.9433,"Northern",7082,"Attached Garage",252000
"Brunswick West","871 Park St",4,"House","PI","Jellis","25/2/17",5.9,3055,4,2,2,621,184,1920,"Moreland City Council",-37.7764,144.9479,"Northern",7082,"Underground",1700000
"Bulleen","43 Helene St",2,"House","S","Philip","25/2/17",11.8,3105,2,1,0,359,160.2800156,1970,"Manningham City Council",-37.7609,145.0869,"Eastern",4480,"Outdoor Stall",833000
"Camberwell","68 Bowen St",3,"House","S","Jellis","25/2/17",7.8,3124,3,2,4,877,146,1960,"Boroondara City Council",-37.8437,145.0623,"Southern",8920,"Parkade",3400000
"Camberwell","64A Christowel St",2,"House","S","Noel","25/2/17",7.8,3124,2,1,2,400,160.2800156,1970,"Boroondara City Council",-37.8393,145.0662,"Southern",8920,"Underground",1470000
"Camberwell","2/23 Hazel St",2,"Unit","S","Jellis","25/2/17",7.8,3124,2,1,1,166,160.2800156,1969,"Boroondara City Council",-37.8439,145.0662,"Southern",8920,"Detached Garage",820000
"Camberwell","26 Hunter Rd",3,"House","S","Fletchers","25/2/17",7.8,3124,3,1,2,692,164,1940,"Boroondara City Council",-37.8379,145.0849,"Southern",8920,"Attached Garage",2105000
"Camberwell","6 Judd St",3,"Townhouse","S","Jellis","25/2/17",7.8,3124,3,2,2,283,160,1990,"Boroondara City Council",-37.8362,145.064,"Southern",8920,"Parkade",1625000
"Camberwell","638 Riversdale Rd",3,"House","VB","Jellis","25/2/17",7.8,3124,3,2,3,780,160.2800156,1970,"Boroondara City Council",-37.8328,145.0679,"Southern",8920,"Underground",1750000
"Camberwell","16A Waterloo St",3,"House","S","Kay","25/2/17",7.8,3124,3,3,2,417,220,2016,"Boroondara City Council",-37.831,145.0621,"Southern",8920,"Attached Garage",3300000
"Carnegie","2/47 Coorigil Rd",2,"Unit","S","Noel","25/2/17",11.4,3163,2,1,1,132,160.2800156,1970,"Glen Eira City Council",-37.8959,145.06,"Southern",7822,"Attached Garage",601000
"Carnegie","68 Leila Rd",4,"House","PI","Ray","25/2/17",11.4,3163,4,3,3,650,160.2800156,1970,"Glen Eira City Council",-37.9011,145.051,"Southern",7822,"Indoor",1410000
"Carnegie","1/15 Rosstown Rd",2,"Unit","PI","Matthew","25/2/17",11.4,3163,2,1,1,967,72,1970,"Glen Eira City Council",-37.8843,145.0531,"Southern",7822,"Underground",405000
"Carnegie","73 Truganini Rd",4,"House","PI","Marshall","25/2/17",11.4,3163,4,2,2,595,221,1915,"Glen Eira City Council",-37.8916,145.0543,"Southern",7822,"Outdoor Stall",1655000
"Carnegie","83 Truganini Rd",3,"House","S","Buxton","25/2/17",11.4,3163,3,1,1,720,160.2800156,1970,"Glen Eira City Council",-37.8922,145.0544,"Southern",7822,"Carport",1910000
"Carnegie","3/16 Yendon Rd",3,"Townhouse","S","Gary","25/2/17",11.4,3163,3,1,1,111,116,1998,"Glen Eira City Council",-37.8889,145.0495,"Southern",7822,"Detached Garage",808000
"Carnegie","8 Yendon Rd",3,"House","S","Woodards","25/2/17",11.4,3163,3,1,1,376,160.2800156,1970,"Glen Eira City Council",-37.8896,145.0492,"Southern",7822,"Attached Garage",1252000
"Caulfield","30 Pyne St",4,"House","PI","Rodney","25/2/17",8.9,3162,4,1,2,499,155,1920,"Glen Eira City Council",-37.8864,145.0242,"Southern",2379,"Indoor",131000
"Caulfield North","7 Cambridge St",3,"House","S","Marshall","25/2/17",8.1,3161,3,2,1,339,160.2800156,1970,"Glen Eira City Council",-37.8622,145.0112,"Southern",6923,"Parkade",1870000
"Caulfield North","6/378 Dandenong Rd",2,"Unit","PI","Castran","25/2/17",8.1,3161,2,2,1,934,160.2800156,1970,"Glen Eira City Council",-37.8607,145.0116,"Southern",6923,"Carport",622000
"Caulfield North","1/13 Narong Rd",2,"Unit","S","Gary","25/2/17",8.1,3161,2,1,1,771,82,1960,"Glen Eira City Council",-37.8686,145.0239,"Southern",6923,"Detached Garage",536000
"Caulfield North","127 Normanby Rd",4,"House","S","Marshall","25/2/17",8.1,3161,4,2,3,836,160.2800156,1910,"Glen Eira City Council",-37.8696,145.0323,"Southern",6923,"Attached Garage",2625000
"Caulfield South","393 North Rd",3,"House","S","hockingstuart","25/2/17",9.3,3162,3,2,2,494,135,1920,"Glen Eira City Council",-37.9027,145.0322,"Southern",5051,"Attached Garage",1200000
"Caulfield South","5 Sycamore St",3,"House","S","Matthew","25/2/17",9.3,3162,3,1,2,520,160.2800156,1970,"Glen Eira City Council",-37.8889,145.0151,"Southern",5051,"Detached Garage",1570000
"Chadstone","4 Jacana Ct",4,"House","S","McGrath","25/2/17",13.6,3148,4,2,2,500,277,2001,"Monash City Council",-37.8845,145.1027,"Southern",3582,"Indoor",1260000
"Clifton Hill","20 Gordon St",2,"House","S","Collins","25/2/17",3.4,3068,2,1,0,151,160.2800156,1910,"Yarra City Council",-37.7912,144.9963,"Northern",2954,"Carport",1430000
"Clifton Hill","1/1 Marshall Pl",4,"House","S","Nelson","25/2/17",3.4,3068,4,2,0,162,169,1995,"Yarra City Council",-37.7885,144.9994,"Northern",2954,"Attached Garage",1506000
"Coburg","211 Bell St",2,"House","S","Brad","25/2/17",7.8,3058,2,2,3,339,149,1920,"Darebin City Council",-37.7404,144.9559,"Northern",11204,"Indoor",635000
"Coburg","15 Hardwick St",5,"House","PI","Raine","25/2/17",7.8,3058,5,2,4,381,286,1985,"Darebin City Council",-37.7492,144.969,"Northern",11204,"Carport",1020000
"Coburg","6 Hardwick St",3,"House","S","Nelson","25/2/17",7.8,3058,3,1,1,169,160.2800156,1970,"Darebin City Council",-37.7494,144.9681,"Northern",11204,"Detached Garage",967000
"Coburg","32A Kelson St",3,"House","VB","Jellis","25/2/17",7.8,3058,3,1,3,336,112,1950,"Darebin City Council",-37.7408,144.9558,"Northern",11204,"Attached Garage",1025000
"Coburg","37 Kelson St",3,"House","SP","Brad","25/2/17",7.8,3058,3,1,1,138,102,2000,"Darebin City Council",-37.7406,144.9555,"Northern",11204,"Indoor",700000
"Coburg","48 Murray St",3,"House","S","Nelson","25/2/17",7.8,3058,3,1,3,206,80,1945,"Darebin City Council",-37.7382,144.9563,"Northern",11204,"Carport",1130000
"Coburg","25a Ohea St",3,"House","SA","Peter","25/2/17",7.8,3058,3,1,2,385,160.2800156,1970,"Darebin City Council",-37.7376,144.9638,"Northern",11204,"Detached Garage",835000
"Coburg","212 Reynard St",4,"House","S","Hodges","25/2/17",7.8,3058,4,1,4,531,187,1925,"Darebin City Council",-37.7473,144.9528,"Northern",11204,"Attached Garage",1075000
"Coburg","96 Reynard St",3,"House","S","Brad","25/2/17",7.8,3058,3,1,1,221,160.2800156,1980,"Darebin City Council",-37.748,144.9603,"Northern",11204,"Indoor",845000
"Coburg","2/618 Sydney Rd",3,"Townhouse","S","Brad","25/2/17",7.8,3058,3,1,1,102,95,1976,"Darebin City Council",-37.736,144.9665,"Northern",11204,"Detached Garage",600000
"Coburg","185 The Avenue",4,"House","S","Jellis","25/2/17",7.8,3058,4,2,2,571,160.2800156,1970,"Darebin City Council",-37.7535,144.9779,"Northern",11204,"Attached Garage",1461000
"Coburg North","64 Elizabeth St",3,"House","SP","Barry","25/2/17",9.2,3058,3,1,1,407,95,1930,"Darebin City Council",-37.7351,144.9833,"Northern",3445,"Parkade",650000
"Collingwood","8/115 Oxford St",2,"Unit","VB","Nelson","25/2/17",1.6,3066,2,1,1,557,91,1900,"Yarra City Council",-37.8026,144.9848,"Northern",4553,"Underground",800000
"Doncaster","3/103 Church Rd",3,"Townhouse","SP","Jellis","25/2/17",13.9,3108,3,2,2,233,175,2012,"Manningham City Council",-37.7881,145.1371,"Eastern",9028,"Outdoor Stall",1102200
"Doncaster","378 Manningham Rd",4,"House","S","RW","25/2/17",13.9,3108,4,3,2,650,261,1970,"Manningham City Council",-37.7785,145.1212,"Eastern",9028,"Carport",1401000
"Doncaster","5 Robin Ct",4,"House","S","Barry","25/2/17",13.9,3108,4,3,3,586,306,2002,"Manningham City Council",-37.7739,145.1287,"Eastern",9028,"Detached Garage",1782000
"Elwood","288 Barkly St",3,"House","S","McGrath","25/2/17",7.7,3184,3,2,0,218,160.2800156,1970,"Port Phillip City Council",-37.8758,144.9798,"Southern",8989,"Outdoor Stall",1561000
"Elwood","3/211 Brighton Rd",1,"Unit","VB","hockingstuart","25/2/17",7.7,3184,1,1,1,644,47,1960,"Port Phillip City Council",-37.8798,144.994,"Southern",8989,"Parking Pad",390000
"Elwood","11/6 Byron St",1,"Unit","S","Chisholm","25/2/17",7.7,3184,1,1,1,557,160.2800156,1970,"Port Phillip City Council",-37.8766,144.991,"Southern",8989,"Carport",313000
"Elwood","8/68 Goldsmith St",2,"Unit","PI","Hodges","25/2/17",7.7,3184,2,1,1,557,70,1935,"Port Phillip City Council",-37.8817,144.984,"Southern",8989,"Attached Garage",630000
"Elwood","146 Ormond Rd",3,"House","S","Pride","25/2/17",7.7,3184,3,1,1,345,160.2800156,1970,"Port Phillip City Council",-37.8865,144.9891,"Southern",8989,"Indoor",1675000
"Elwood","1/40 Ormond Rd",1,"Unit","SP","hockingstuart","25/2/17",7.7,3184,1,1,1,900,160.2800156,1970,"Port Phillip City Council",-37.8839,144.9848,"Southern",8989,"Parkade",470000
"Elwood","2/4 Southey Ct",2,"Unit","S","Gary","25/2/17",7.7,3184,2,1,0,557,80,1940,"Port Phillip City Council",-37.8757,144.987,"Southern",8989,"Carport",640000
"Elwood","201/115 Tennyson St",2,"Unit","S","Gary","25/2/17",7.7,3184,2,2,1,799,110,2012,"Port Phillip City Council",-37.8818,144.9918,"Southern",8989,"Detached Garage",932000
"Elwood","7/9 Tiuna Gr",2,"Unit","S","hockingstuart","25/2/17",7.7,3184,2,1,1,557,75,1975,"Port Phillip City Council",-37.8842,144.9829,"Southern",8989,"Attached Garage",645000
"Elwood","1/6 Wave St",1,"Unit","S","Gary","25/2/17",7.7,3184,1,1,1,557,37,1970,"Port Phillip City Council",-37.8839,144.9903,"Southern",8989,"Indoor",347000
"Essendon","1/19 Cameron Rd",2,"Unit","SP","Brad","25/2/17",8,3040,2,1,1,201,80,1995,"Moonee Valley City Council",-37.7454,144.928,"Western",9264,"Carport",691000
"Essendon","8/19 Fletcher St",2,"Unit","VB","Rendina","25/2/17",8,3040,2,1,0,557,160.2800156,1970,"Moonee Valley City Council",-37.7558,144.9233,"Western",9264,"Detached Garage",370000
"Essendon","18 Lorraine St",4,"House","S","McDonald","25/2/17",8,3040,4,2,3,715,273,1920,"Moonee Valley City Council",-37.7582,144.9128,"Western",9264,"Indoor",2355000
"Essendon","23 MacKay St",2,"House","S","Brad","25/2/17",8,3040,2,1,1,557,160.2800156,1970,"Moonee Valley City Council",-37.7488,144.9165,"Western",9264,"Parkade",1255000
"Essendon","154 Spencer St",4,"House","S","Barry","25/2/17",8,3040,4,1,2,650,160.2800156,1950,"Moonee Valley City Council",-37.7452,144.8941,"Western",9264,"Underground",1560000
"Essendon North","1 Dudley St",3,"House","S","McGrath","25/2/17",9.4,3041,3,2,2,10100,160.2800156,1970,"Moonee Valley City Council",-37.7376,144.8954,"Western",1308,"Carport",1425000
"Fitzroy","8/98 George St",1,"Unit","S","Caine","25/2/17",1.6,3065,1,1,1,782,42,1975,"Yarra City Council",-37.8055,144.9809,"Northern",5825,"Indoor",420000
"Fitzroy North","264 Barkly St",3,"House","S","Collins","25/2/17",3.5,3068,3,1,0,370,160.2800156,1970,"Moreland City Council",-37.7794,144.9892,"Northern",6244,"Parkade",1600000
"Flemington","8/300 Racecourse Rd",1,"Unit","SP","Nelson","25/2/17",4.4,3031,1,1,1,818,50,1880,"Melbourne City Council",-37.788,144.9306,"Northern",3593,"Carport",395000
"Footscray","24 Dudley St",3,"House","SP","Village","25/2/17",6.4,3011,3,1,0,190,99,1930,"Maribyrnong City Council",-37.795,144.883,"Western",7570,"Attached Garage",850000
"Footscray","12/14 Eldridge St",2,"Unit","PI","C21","25/2/17",6.4,3011,2,1,1,882,74,1970,"Maribyrnong City Council",-37.7899,144.893,"Western",7570,"Indoor",315000
"Footscray","65 Hyde St",3,"House","SP","Jas","25/2/17",6.4,3011,3,1,1,211,94,1910,"Maribyrnong City Council",-37.8059,144.901,"Western",7570,"Carport",740000
"Footscray","96 MacPherson St",3,"Townhouse","S","Sweeney","25/2/17",6.4,3011,3,2,2,557,160.2800156,1970,"Maribyrnong City Council",-37.7965,144.8896,"Western",7570,"Attached Garage",640000
"Footscray","3/22 Pickett St",2,"Unit","S","Trimson","25/2/17",6.4,3011,2,1,1,557,160.2800156,1970,"Maribyrnong City Council",-37.8012,144.8964,"Western",7570,"Carport",360000
"Glen Iris","98 Bath Rd",4,"House","SP","Marshall","25/2/17",9.2,3146,4,2,2,775,155,1960,"Boroondara City Council",-37.8561,145.0934,"Southern",10412,"Indoor",1950000
"Glen Iris","28 Ferndale Rd",3,"House","S","Marshall","25/2/17",9.2,3146,3,1,2,700,142,1930,"Boroondara City Council",-37.8553,145.0711,"Southern",10412,"Parkade",2200000
